"993725d3-55df-4b5d-9b33-c2340aa42f5c","Blended model,MOOC,NME-ICT"
"8d9fcd98-da4c-4de6-aaab-defe10f8f493","Cell Broadband Engine,Microprocessor Design,Memory Managing Processor,Traditional General Purpose Processor,Element Interconnect Bus"
"9904fae2-09c7-41b0-ac3d-8e23ccd9e3b2","Linux Shell,Linux GUI,Terminal commands"
"de23bea5-da4e-4f41-9c37-6b6131f0c573","Simulation Techniques,Optimization and Simulation,Physical Simulation Model,Mathematical Simulation Model"
"7adf0691-7692-4c47-b333-858cb3d291ba","NME-ICT"
"4e5f893c-8816-4030-a665-530d31bcb0dd","NME-ICT,Cell Broadband Engine Programming,Cell Broadband Engine Technology,Cell Resource,Barcelona Supercomputer Centre,Cell Broadband Engine,Cell Programming"
"3b29ba55-6583-494f-949c-9356a0d2f77c","Vector Programming,Single-Instruction Multiple-Data (SIMD),Vectorization"
"d1089e58-d7c8-49c0-b490-eaef88d74501","Cell BE Software Development Kit 2.0,Cell Broadband Engine,Linux Kernel,Mathematical Acceleration Subsystem (MASS) Library"
"9695522d-51e5-49e4-83db-c767b88ed08f","XML Schema,Occurrences of Elements,Occurrences of Attributes,Schema data types,Annotations"
"a1bb0a8d-6092-4129-9d56-edcfa04c8e98","Social Entrepreneurship,Rural Innovations Network,Technology Incubator,Innovation Awards Programmes,Rural Retail Chain,Business Model"
"0e1faedb-f593-4abf-bc64-a75160de47f9","Logical effort of Domino circuits,Dynamic logic gates,Circuit Families,Asymmetric Logic Gates"
"a5689438-19ae-495e-8d27-05f519bd4b93","Web Services,Internet Generation,Good Web Service,Distributed Computing Evolution,State of Web Services,Wire Technologies,Web Services Technologies"
"629f1896-bea8-4f8d-989f-43ce876be6ce","Creating lists,Concatenating Lists,Slicing and Striding,I/O,File Parsing,Python"
"fc4efa13-f4f5-4d37-8a2e-61f1e5d03b4b","Diode model,Zener Diode,Photodetectors model,Optocouplers model,Laser Diodes,Solar Cells"
"a3dec81b-d7d5-4bc5-b8dd-1c9a541b6390","Shell scripts,Variables and comments\tCommand line arguments,Nano text editor,NME-ICT,Extracting an archive,Compressed archive"
"bfd30e74-d357-481d-a83d-e7ca53e0ca4f","NME-ICT,Python programming language,Python Documentation"
"b49a0d5d-d44d-4eec-9a4b-9453aea2e970","Business Incubator,Distance Education,Entrepreneurship,Entrepreneur,Business,Incubation"
"688a1d8c-a321-4165-a4ae-3a1f0c11ddc4","Blended model,MOOC,NME-ICT"
"641bada3-e14f-4649-b4b3-b0fd488ce4d9","Modules,NME-ICT,functions,Namespaces"
"d7492928-4897-4a6e-b323-a249198e4858","Latex,Typesetting environment,documentation"
"adbe908b-806d-4c2e-8c3a-05d8124d7a8e","Strings,Conditionals,Loops,String Method,Python"
"33307ab8-46cc-4d8e-ae85-5727d35d7ab9","Lab work,Web Services"
"232803f4-cd5c-4987-aa2f-88f934a49f39","Dynamic Muller C-element,Generalized Xor/Parity Gates,Gate Delay Model,Tilos Algorithm,Adder Carry Chain"
"087ccbdd-efb9-474b-af15-b909ecdbbe61","Python,Interpreter,Invoking IPython,Tab Completion,Basic Datatypes,Booleans & Operations"
"75c43164-b880-450c-9bef-36b9b31773af","Association of Asian Business Incubators,Business,Entrepreneurship,Incubation,Entrepreneur"
"1392b205-7931-48c9-a1b2-2876f6cb9ef9","Business Incubator,Business,Cost,Innovation,Entrepreneurship,Technology,Entrepreneur,Incubation,NME-ICT"
"1c4b66ab-5adc-4488-94cd-c5384dec4fd6","Linux,Linux Operation System,Installation Precompile Version,Linux File System"
"a8c7534d-d965-4f3a-b291-fd9249ed90fe","Shell scripts,Variables and comments,Command line arguments,Nano text editor,Compressed archive"
"005efaa5-0373-435a-9a31-31e8a59b5391","Python Functions,Tuples in Python,Dictionaries in Python,Sets in Python,default mechanism"
"d7068538-3b7e-4d54-8cfc-79aab31fd768","NME-ICT,Python,IPython,Interpreter"
"fe11e64e-d173-4daa-83d8-0ba98218fa1c","Bipolar,BJT Inverter,Biasing,Transistors,Voltage Amplifier"
"f23e8f23-9849-4fa9-9437-c6eb285d6dfc","Distance Education,MOOCs"
"c881b5cc-26c8-4774-aeca-fed5c338dded","Latex,Typesetting environment,documentation"
"ce1b8271-e0bd-491a-847a-44517f41c862","Interactive Plotting,Advanced Python,Plotting,Running the Script"
"32597518-cd0c-40b0-8efd-2b269415e7d3","Sceintific methods,NME-ICT,Geiger Marsden experiments,Rutherford model,Thomson's model for Atom"
"634596c7-5320-4fe8-b868-e63ac6b11fe7","Mechanical Engineering,Compressor Micro-controller,CPU Micro-controller"
"39e5d489-cf00-49c7-8707-6726390c96f9","FOSSEE project,Python,Scilab,Sage"
"e82a3587-db0c-4d42-b4cb-184fd9cd4e03","Fossee project,Scilab,Python,NME-ICT,Open source software"
"df4ea238-d6f2-4a1f-aa23-75393936f441","Linux Shell,Linux GUI,Terminal commands"
"be28968f-0a20-4132-8fcf-823fae7d3c9a","NME-ICT,Flipped classroom,Active Learning"
"947fdbfc-be4d-44ba-a69e-1e25e36124bd","Test Keyword1,Test Keyword2,Android,SDK"
"0801b3bc-723f-4a70-8051-a9968d421a74","Complementary Metal Oxide Semiconductor (CMOS) Inverter Design Flow,Complementary Metal Oxide Semiconductor (CMOS) Inverter,Noise Margin"
"deb93382-10f4-464a-b4a3-9b588d27807f","Graphics,Conference Paper,Domain of Computation,Block Diagram"
"2ce0e218-1921-40a2-8216-5836c30e20ec","Linux OS\tShell scripts,Linux kernel,Linux command,Redirection and Piping,Shell script,NME-ICT"
"e0b69a60-58ba-480f-a349-863613c907d9","Sustainable Development,Water Resource Management,Ecology,Integrated Water Resources Development and Management,Water Harvesting,Water,Blue Revolution"
"91db59c4-4c37-47aa-b572-4d4488046496","Strings,Conditionals,Loops,String Method,Python"
"73d98f45-77ab-40b8-81f5-accb063d7faa","Customizing shells,LInux Miscellneous tools"
"7b76965c-d3ca-4de5-9245-c52e05ff8b96","Bipolar,BJT Inverter,Biasing,Transistors,Voltage Amplifier"
"d62f8371-dced-4828-a4b2-df9d9ab65d7a","Band Gap Energy,Insulator,SemiConductor,MOSFET,field-effect transistor"
"ecc1baff-65de-4616-a93e-97752b3fb35d","Aakash,Spoken Tutorials,NME-ICT"
"f07fc4c1-d6d0-4b9a-b65e-0414a6cafd18","Plotting Data,Accessing and changing Elements,Matrix operation using Array,Matrix Formulation,Solving ODEs using SciPy,Reading two column data"
"98498002-b9dd-4e90-9ae9-ac5305c1c768","Creating lists,Concatenating Lists,Slicing and Striding,I/O,File Parsing,Python"
"5fb48d3f-6cbd-4434-8669-278cadcb1238","Conference Paper,Research Paper"
"9e4a815a-9a59-41c9-ad1f-ebe9939b639a","Assessment,Seminars,Engineering Education,Research Proposal"
"f2e890c8-3489-4efc-a57a-28d6f7c68364","SWOT analysis,Water Resources Planning and Management,Models in Water Resources,Linear Programming Model,Systems Approach,Hydrology Model,Simulation Model,Optimization Model,Dynamic Programming"
"ba027190-bf35-4bf0-bd6a-e39f8d3bcb4e","FOSSEE project,Python,Scilab,Sage"
"b8f4a672-4d87-4b83-b1f7-1b8f3c1d918f","Pseudo nMOS Design Style,Complementary Pass Gate Logic,Cascade Voltage Switch Logic,Ratioed Logic,Basic Multiplexer Structure,Logic Design using CPL,Cascade Voltage Switch Logic"
"ed19f4ae-ba88-477e-ad4c-c8303a3f326b","Enterprise Computing,Service Oriented Architectures,Enterprise Applications,Distributed Component Architectures,Web Services"
"90f8df55-eed2-43fa-b7a3-6bd6d6d12eef","bash scripts,Customizing shells,LInux Miscellneous tools"
"b28233c6-0f8b-4d44-99c1-9077063433c2","MOOCs,swayam,Demo Course"
"260d0915-5317-44f8-835f-caaeacced799","Python,Interpreter,Invoking IPython,Tab Completion,Basic Datatypes,Booleans & Operations"
"042e4fef-d518-4abb-be2b-c30186a65518","Test Video"
"7a712300-63af-4cec-a6ff-fb67cb9fe9cb","Enterprise Computing,Service Oriented Architectures,Enterprise Applications,Distributed Component Architectures,Web Services"
"95b3e1f7-3292-4aca-ab34-08ea07fcc9fd","NME-ICT,Class Segment,Out-of-class,in-class"
"6e2b2bd5-d2aa-4a51-bb39-a5561faac811","Version Control,Need for Version Control,Pulling Changes in Repositories,Installation of Mercurial,Initializing a repository,Status Code,Using revisions numbers for Repository,Revision Numbering of Version,Cloning Repositories"
"beb858c1-d780-4a40-8b11-b2564c2b53fd","Sets in Python,default mechanism,Python Functions,Tuples in Python,Dictionaries in Python"
"abd29255-3ce6-4746-89e4-25a8485529f8","NME-ICT,Python"
"d70a46b6-5682-4fd0-b30e-cf24777d9e6c","Python Modules,Writing Modules of Advanced Python,GCD Script,Python Path,iPython"
"389e1b31-6628-45c9-b3f2-ec51ae3269d7","Optimization Techniques,Evolutionary Computing,Evolutionary Algorithm,Genetic Algorithm,Elitism,Mathematical Model,Ant Colony Optimization,Particle Swarm Optimization"
"4ec5610e-1f4b-4d59-8921-c85fbb261199","Logical Progression,Students learning,Role as Teachers"
"6d736a70-5615-413b-adb2-da5e292159b0","Interactive Plotting,Advanced Python,Running the Script,Plotting"
"6b319176-533c-477e-b05c-2206bb9590b5","Course Management,Learning Management,studio,swayam"
"28cbf2d0-bf14-41ca-9e09-ce4ae9af82ed","Plotting Data,Accessing and changing Elements,Matrix operation using Array,Matrix Formulation,Solving ODEs using SciPy,Reading two column data"
"3560c53c-3451-44b7-b856-79bcdc2d73c1","NME-ICT,Question and Answer"
"a644cdfd-1a72-415d-81a0-71ff309804bd","NME-ICT,Geiger Marsden experiments,Rutherford model,Thomson's model for Atom"
"a80ba5a0-03b0-42eb-a7ae-ea6c5c6a925c","Articulation,Verbal Communication,Communication Skill,Iterative Improvement"
"ddcf4347-c54a-4018-b36c-800f56f985ee","Distance Education,MOOCs"
"87a80c77-5133-40d3-b358-1dec5b2b64f6","Python Modules,Writing Modules of Advanced Python,GCD Script,Python Path,iPython"
